Week ending,Group,DHB of service,Dose number,# doses administered,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Wairarapa,1,94,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,West Coast,1,201,,,,,,,,,,,,,,,,,,
16/05/2021,Group 3,Whanganui,1,238,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Auckland Metro,1,702,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Auckland Metro,2,2005,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Bay of Plenty,1,26,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Bay of Plenty,2,58,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Canterbury,1,355,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Canterbury,2,1031,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Capital & Coast and Hutt Valley,1,228,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Capital & Coast and Hutt Valley,2,232,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Hawke's Bay,1,6,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Hawke's Bay,2,22,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Lakes,1,13,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Lakes,2,263,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,MidCentral,1,11,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,MidCentral,2,29,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Nelson Marlborough,1,15,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Nelson Marlborough,2,42,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Northland,2,22,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Other Sites,1,34,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Other Sites,2,27,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,South Canterbury,1,6,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,South Canterbury,2,10,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Southern,1,74,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Southern,2,192,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Tairawhiti,1,9,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Tairawhiti,2,9,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Waikato,1,18,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Waikato,2,41,,,,,,,,,,,,,,,,,,
23/05/2021,Group 1,Whanganui,1,23,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Auckland Metro,1,8201,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Auckland Metro,2,5223,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Bay of Plenty,1,997,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Bay of Plenty,2,1584,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Canterbury,1,2050,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Canterbury,2,4817,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Capital & Coast and Hutt Valley,1,959,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Capital & Coast and Hutt Valley,2,2142,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Hawke's Bay,1,639,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Hawke's Bay,2,1375,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Lakes,1,432,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Lakes,2,654,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,MidCentral,1,1483,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,MidCentral,2,931,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Nelson Marlborough,1,386,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Nelson Marlborough,2,1117,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Northland,1,1014,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Northland,2,1739,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Other Sites,1,1785,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Other Sites,2,530,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,South Canterbury,1,201,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,South Canterbury,2,586,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Southern,1,1869,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Southern,2,1873,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Tairawhiti,1,344,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Tairawhiti,2,219,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Taranaki,1,280,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Taranaki,2,292,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Waikato,1,1859,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Waikato,2,2260,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Wairarapa,1,105,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Wairarapa,2,400,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,West Coast,1,254,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,West Coast,2,340,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Whanganui,1,438,,,,,,,,,,,,,,,,,,
23/05/2021,Group 2,Whanganui,2,763,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Auckland Metro,1,4372,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Auckland Metro,2,233,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Bay of Plenty,1,2445,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Canterbury,1,266,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Canterbury,2,16,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Capital & Coast and Hutt Valley,1,790,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Capital & Coast and Hutt Valley,2,72,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Hawke's Bay,1,469,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Lakes,1,1040,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Lakes,2,65,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,MidCentral,1,588,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Nelson Marlborough,1,1944,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Nelson Marlborough,2,436,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Northland,1,768,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Northland,2,451,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Other Sites,1,485,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,South Canterbury,1,41,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,South Canterbury,2,7,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Southern,1,1010,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Southern,2,57,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Tairawhiti,1,144,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Taranaki,1,207,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Waikato,1,1445,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Waikato,2,162,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Wairarapa,1,398,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Wairarapa,2,20,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,West Coast,1,533,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,West Coast,2,6,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Whanganui,1,402,,,,,,,,,,,,,,,,,,
23/05/2021,Group 3,Whanganui,2,7,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Auckland Metro,1,5077,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Auckland Metro,2,1978,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Bay of Plenty,1,164,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Canterbury,1,168,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Canterbury,2,5,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Capital & Coast and Hutt Valley,1,114,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Capital & Coast and Hutt Valley,2,209,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Hawke's Bay,1,361,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Hawke's Bay,2,5,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Lakes,1,71,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,MidCentral,1,96,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Nelson Marlborough,1,27,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Northland,1,198,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Northland,2,160,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Other Sites,1,122,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,South Canterbury,1,16,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Southern,1,228,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Tairawhiti,1,12,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Taranaki,1,106,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Waikato,1,173,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Waikato,2,18,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Wairarapa,1,9,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,West Coast,1,113,,,,,,,,,,,,,,,,,,
23/05/2021,Group 4,Whanganui,1,61,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Auckland Metro,1,385,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Auckland Metro,2,1347,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Bay of Plenty,1,65,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Bay of Plenty,2,92,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Canterbury,1,264,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Canterbury,2,833,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Capital & Coast and Hutt Valley,1,156,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Capital & Coast and Hutt Valley,2,444,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Hawke's Bay,1,33,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Hawke's Bay,2,12,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Lakes,1,20,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Lakes,2,236,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,MidCentral,1,20,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,MidCentral,2,25,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Nelson Marlborough,1,12,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Nelson Marlborough,2,53,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Northland,2,10,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Other Sites,1,67,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Other Sites,2,550,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Southern,1,68,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Southern,2,77,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Tairawhiti,1,15,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Tairawhiti,2,14,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Taranaki,1,22,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Taranaki,2,14,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Waikato,1,29,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Waikato,2,42,,,,,,,,,,,,,,,,,,
30/05/2021,Group 1,Wairarapa,2,5,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Auckland Metro,1,9595,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Auckland Metro,2,9002,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Bay of Plenty,1,801,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Bay of Plenty,2,2508,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Canterbury,1,2188,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Canterbury,2,4595,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Capital & Coast and Hutt Valley,1,542,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Capital & Coast and Hutt Valley,2,3017,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Hawke's Bay,1,300,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Hawke's Bay,2,1711,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Lakes,1,385,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Lakes,2,834,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,MidCentral,1,1352,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,MidCentral,2,1380,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Nelson Marlborough,1,278,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Nelson Marlborough,2,821,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Northland,1,373,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Northland,2,1839,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Other Sites,1,901,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Other Sites,2,1142,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,South Canterbury,1,88,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,South Canterbury,2,595,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Southern,1,1059,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Southern,2,1676,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Tairawhiti,1,84,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Tairawhiti,2,128,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Taranaki,1,251,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Taranaki,2,493,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Waikato,1,1797,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Waikato,2,2942,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Wairarapa,1,37,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Wairarapa,2,598,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,West Coast,1,197,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,West Coast,2,403,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Whanganui,1,129,,,,,,,,,,,,,,,,,,
30/05/2021,Group 2,Whanganui,2,800,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Auckland Metro,1,6199,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Auckland Metro,2,700,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Bay of Plenty,1,3293,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Bay of Plenty,2,467,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Canterbury,1,640,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Canterbury,2,34,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Capital & Coast and Hutt Valley,1,1619,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Capital & Coast and Hutt Valley,2,335,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Hawke's Bay,1,2055,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Hawke's Bay,2,5,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Lakes,1,1076,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Lakes,2,352,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,MidCentral,1,924,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,MidCentral,2,15,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Nelson Marlborough,1,2161,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Nelson Marlborough,2,909,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Northland,1,1738,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Northland,2,282,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Other Sites,1,108,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Other Sites,2,6,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,South Canterbury,1,96,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,South Canterbury,2,24,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Southern,1,2920,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Southern,2,30,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Tairawhiti,1,420,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Taranaki,1,214,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Waikato,1,1514,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Waikato,2,420,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Wairarapa,1,370,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Wairarapa,2,28,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,West Coast,1,517,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,West Coast,2,30,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Whanganui,1,762,,,,,,,,,,,,,,,,,,
30/05/2021,Group 3,Whanganui,2,166,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Auckland Metro,1,5483,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Auckland Metro,2,1515,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Bay of Plenty,1,192,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Canterbury,1,159,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Canterbury,2,8,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Capital & Coast and Hutt Valley,1,181,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Capital & Coast and Hutt Valley,2,232,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Hawke's Bay,1,1255,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Lakes,1,241,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,MidCentral,1,279,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Nelson Marlborough,1,86,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Northland,1,778,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Northland,2,125,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Other Sites,1,55,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,South Canterbury,1,61,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Southern,1,223,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Tairawhiti,1,234,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Taranaki,1,18,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Waikato,1,431,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Waikato,2,9,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Wairarapa,1,13,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,West Coast,1,39,,,,,,,,,,,,,,,,,,
30/05/2021,Group 4,Whanganui,1,92,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Auckland Metro,1,327,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Auckland Metro,2,935,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Bay of Plenty,1,32,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Bay of Plenty,2,42,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Canterbury,1,195,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Canterbury,2,568,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Capital & Coast and Hutt Valley,1,97,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Capital & Coast and Hutt Valley,2,345,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Hawke's Bay,1,13,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Hawke's Bay,2,68,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Lakes,1,29,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Lakes,2,124,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,MidCentral,1,38,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,MidCentral,2,28,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Nelson Marlborough,1,13,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Nelson Marlborough,2,47,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Northland,1,6,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Northland,2,9,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Other Sites,1,125,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Other Sites,2,570,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,South Canterbury,2,6,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Southern,1,102,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Southern,2,68,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Tairawhiti,2,10,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Taranaki,1,12,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Taranaki,2,6,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Waikato,1,24,,,,,,,,,,,,,,,,,,
06/06/2021,Group 1,Waikato,2,52,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Auckland Metro,1,9843,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Auckland Metro,2,10483,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Bay of Plenty,1,1159,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Bay of Plenty,2,1316,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Canterbury,1,2290,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Canterbury,2,2831,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Capital & Coast and Hutt Valley,1,574,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Capital & Coast and Hutt Valley,2,3470,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Hawke's Bay,1,276,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Hawke's Bay,2,1813,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Lakes,1,880,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Lakes,2,609,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,MidCentral,1,538,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,MidCentral,2,1499,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Nelson Marlborough,1,128,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Nelson Marlborough,2,809,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Northland,1,352,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Northland,2,1648,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Other Sites,1,1084,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Other Sites,2,1569,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,South Canterbury,1,22,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,South Canterbury,2,270,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Southern,1,1321,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Southern,2,1572,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Tairawhiti,1,75,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Tairawhiti,2,263,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Taranaki,1,217,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Taranaki,2,522,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Waikato,1,957,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Waikato,2,2361,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Wairarapa,1,101,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Wairarapa,2,542,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,West Coast,1,94,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,West Coast,2,393,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Whanganui,1,144,,,,,,,,,,,,,,,,,,
06/06/2021,Group 2,Whanganui,2,513,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Auckland Metro,1,8972,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Auckland Metro,2,1350,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Bay of Plenty,1,3118,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Bay of Plenty,2,1635,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Canterbury,1,496,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Canterbury,2,57,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Capital & Coast and Hutt Valley,1,1710,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Capital & Coast and Hutt Valley,2,596,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Hawke's Bay,1,3732,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Hawke's Bay,2,64,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Lakes,1,1707,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Lakes,2,308,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,MidCentral,1,1306,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,MidCentral,2,539,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Nelson Marlborough,1,1939,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Nelson Marlborough,2,1469,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Northland,1,2344,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Northland,2,202,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Other Sites,1,16,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Other Sites,2,8,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,South Canterbury,1,2189,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,South Canterbury,2,242,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Southern,1,4987,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Southern,2,58,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Tairawhiti,1,538,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Taranaki,1,242,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Taranaki,2,16,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Waikato,1,1932,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Waikato,2,510,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Wairarapa,1,606,,,,,,,,,,,,,,,,,,
06/06/2021,Group 3,Wairarapa,2,100,,,,,,,,,,,,,,,,,,
